State,County,County/St,McCainVt,ObamaVt,McCainPt,ObamaPt,PtDiff8,PtDiffCrp8,PVI08,BushVt,KerryVt,BushPt,KerryPt,PtDiff4,PtDiffCrp4,PVI04,PVIShift,AdjShift,PtGOPChg,Cnty_US
Mississippi,Tishomingo,"Tishomingo, MS ",6195,1941,76.14%,23.86%,52.29%,30.00%,58.45%,5379,2846,65.40%,34.60%,30.80%,30.00%,28.31%,21.49%,30.14%,16.43%,24.87%
Mississippi,Tunica,"Tunica, MS ",864,2917,22.85%,77.15%,-54.30%,-30.00%,-48.13%,950,2140,30.74%,69.26%,-38.51%,-30.00%,-41.00%,-15.79%,-7.13%,-25.67%,-17.23%
Mississippi,Union,"Union, MS ",8302,2727,75.27%,24.73%,50.55%,30.00%,56.71%,7906,2839,73.58%,26.42%,47.16%,30.00%,44.67%,3.39%,12.05%,2.30%,10.75%
Mississippi,Walthall,"Walthall, MS ",4244,3421,55.37%,44.63%,10.74%,10.74%,16.90%,3888,2435,61.49%,38.51%,22.98%,22.98%,20.49%,-12.24%,-3.59%,-9.95%,-1.51%
Mississippi,Warren,"Warren, MS ",9953,9502,51.16%,48.84%,2.32%,2.32%,8.48%,11356,8224,58.00%,42.00%,16.00%,16.00%,13.51%,-13.68%,-5.02%,-11.79%,-3.35%
Mississippi,Washington,"Washington, MS ",6274,12884,32.75%,67.25%,-34.50%,-30.00%,-28.34%,7731,11569,40.06%,59.94%,-19.89%,-19.89%,-22.37%,-14.62%,-5.96%,-18.24%,-9.80%
Mississippi,Wayne,"Wayne, MS ",6056,3860,61.07%,38.93%,22.15%,22.15%,28.31%,5562,3193,63.53%,36.47%,27.06%,27.06%,24.57%,-4.91%,3.74%,-3.87%,4.58%
Mississippi,Webster,"Webster, MS ",4032,1321,75.32%,24.68%,50.64%,30.00%,56.81%,3708,1341,73.44%,26.56%,46.88%,30.00%,44.39%,3.76%,12.42%,2.56%,11.01%
Mississippi,Wilkinson,"Wilkinson, MS ",1556,3498,30.79%,69.21%,-38.43%,-30.00%,-32.26%,1563,2794,35.87%,64.13%,-28.25%,-28.25%,-30.74%,-10.17%,-1.52%,-14.18%,-5.73%
Mississippi,Winston,"Winston, MS ",5473,4606,54.30%,45.70%,8.60%,8.60%,14.77%,5386,3978,57.52%,42.48%,15.04%,15.04%,12.55%,-6.43%,2.22%,-5.59%,2.85%
Mississippi,Yalobusha,"Yalobusha, MS ",3604,3104,53.73%,46.27%,7.45%,7.45%,13.62%,3278,2656,55.24%,44.76%,10.48%,10.48%,7.99%,-3.03%,5.63%,-2.74%,5.70%
Mississippi,Yazoo,"Yazoo, MS ",4219,5725,42.43%,57.57%,-15.14%,-15.14%,-8.98%,5672,5013,53.08%,46.92%,6.17%,6.17%,3.68%,-21.31%,-12.66%,-20.07%,-11.63%
Missouri,Adair,"Adair, MO ",5891,5735,50.67%,49.33%,1.34%,1.34%,7.51%,6367,4938,56.32%,43.68%,12.64%,12.64%,10.15%,-11.30%,-2.65%,-10.03%,-1.59%
Missouri,Andrew,"Andrew, MO ",5279,3345,61.21%,38.79%,22.43%,22.43%,28.59%,5135,3069,62.59%,37.41%,25.18%,25.18%,22.69%,-2.76%,5.90%,-2.20%,6.24%
Missouri,Atchison,"Atchison, MO ",1936,1000,65.94%,34.06%,31.88%,30.00%,38.05%,2137,1005,68.01%,31.99%,36.03%,30.00%,33.54%,-4.15%,4.51%,-3.05%,5.39%
Missouri,Audrain,"Audrain, MO ",6166,4433,58.18%,41.82%,16.35%,16.35%,22.52%,6294,4318,59.31%,40.69%,18.62%,18.62%,16.13%,-2.27%,6.38%,-1.91%,6.53%
Missouri,Barry,"Barry, MO ",9758,4630,67.82%,32.18%,35.64%,30.00%,41.81%,9599,4223,69.45%,30.55%,38.89%,30.00%,36.41%,-3.25%,5.40%,-2.34%,6.10%
Missouri,Barton,"Barton, MO ",4415,1455,75.21%,24.79%,50.43%,30.00%,56.59%,4572,1373,76.90%,23.10%,53.81%,30.00%,51.32%,-3.38%,5.27%,-2.20%,6.24%
Missouri,Bates,"Bates, MO ",4833,3271,59.64%,40.36%,19.27%,19.27%,25.44%,5004,3398,59.56%,40.44%,19.11%,19.11%,16.63%,0.16%,8.81%,0.13%,8.58%
Missouri,Benton,"Benton, MO ",5757,4628,55.44%,44.56%,10.87%,10.87%,17.04%,5575,3381,62.25%,37.75%,24.50%,24.50%,22.01%,-13.63%,-4.97%,-10.94%,-2.50%
Missouri,Bollinger,"Bollinger, MO ",3971,1690,70.15%,29.85%,40.29%,30.00%,46.46%,4102,1754,70.05%,29.95%,40.10%,30.00%,37.61%,0.20%,8.85%,0.14%,8.58%
Missouri,Boone,"Boone, MO ",36803,46960,43.94%,56.06%,-12.13%,-12.13%,-5.96%,37801,37643,50.10%,49.90%,0.21%,0.21%,-2.28%,-12.34%,-3.68%,-12.31%,-3.87%
Missouri,Buchanan,"Buchanan, MO ",19110,19157,49.94%,50.06%,-0.12%,-0.12%,6.04%,19812,17799,52.68%,47.32%,5.35%,5.35%,2.86%,-5.47%,3.18%,-5.20%,3.25%
Missouri,Butler,"Butler, MO ",11804,5316,68.95%,31.05%,37.90%,30.00%,44.06%,11696,4666,71.48%,28.52%,42.97%,30.00%,40.48%,-5.07%,3.59%,-3.55%,4.90%
Missouri,Caldwell,"Caldwell, MO ",2652,1812,59.41%,40.59%,18.82%,18.82%,24.98%,2593,1645,61.18%,38.82%,22.37%,22.37%,19.88%,-3.55%,5.10%,-2.90%,5.54%
Missouri,Callaway,"Callaway, MO ",11388,7578,60.04%,39.96%,20.09%,20.09%,26.25%,11108,6559,62.87%,37.13%,25.75%,25.75%,23.26%,-5.66%,2.99%,-4.50%,3.94%
Missouri,Camden,"Camden, MO ",14074,7772,64.42%,35.58%,28.85%,28.85%,35.01%,13122,6296,67.58%,32.42%,35.15%,30.00%,32.66%,-6.31%,2.35%,-4.67%,3.78%
Missouri,Cape Girardeau,"Cape Girardeau, MO ",24767,12208,66.98%,33.02%,33.97%,30.00%,40.13%,23814,10568,69.26%,30.74%,38.53%,30.00%,36.04%,-4.56%,4.09%,-3.29%,5.15%
Missouri,Carroll,"Carroll, MO ",2955,1535,65.81%,34.19%,31.63%,30.00%,37.79%,3155,1568,66.80%,33.20%,33.60%,30.00%,31.11%,-1.98%,6.68%,-1.48%,6.96%
Missouri,Carter,"Carter, MO ",1838,986,65.08%,34.92%,30.17%,30.00%,36.34%,1797,964,65.09%,34.91%,30.17%,30.00%,27.68%,0.00%,8.65%,0.00%,8.44%
Missouri,Cass,"Cass, MO ",29691,19840,59.94%,40.06%,19.89%,19.89%,26.05%,27253,16681,62.03%,37.97%,24.06%,24.06%,21.58%,-4.17%,4.48%,-3.37%,5.08%
Missouri,Cedar,"Cedar, MO ",4193,2060,67.06%,32.94%,34.11%,30.00%,40.28%,4238,1910,68.93%,31.07%,37.87%,30.00%,35.38%,-3.75%,4.90%,-2.72%,5.72%
Missouri,Chariton,"Chariton, MO ",2338,1799,56.51%,43.49%,13.03%,13.03%,19.19%,2421,1892,56.13%,43.87%,12.27%,12.27%,9.78%,0.76%,9.42%,0.68%,9.12%
Missouri,Christian,"Christian, MO ",25376,11876,68.12%,31.88%,36.24%,30.00%,42.41%,22102,9059,70.93%,29.07%,41.86%,30.00%,39.37%,-5.62%,3.04%,-3.96%,4.48%
Missouri,Clark,"Clark, MO ",1782,1572,53.13%,46.87%,6.26%,6.26%,12.43%,1899,1794,51.42%,48.58%,2.84%,2.84%,0.36%,3.42%,12.07%,3.32%,11.77%
Missouri,Clay,"Clay, MO ",54425,53651,50.36%,49.64%,0.72%,0.72%,6.88%,51193,44670,53.40%,46.60%,6.80%,6.80%,4.32%,-6.09%,2.57%,-5.70%,2.74%
Missouri,Clinton,"Clinton, MO ",5709,4543,55.69%,44.31%,11.37%,11.37%,17.54%,5287,4165,55.94%,44.06%,11.87%,11.87%,9.38%,-0.50%,8.16%,-0.44%,8.00%
Missouri,Cole,"Cole, MO ",24383,13952,63.61%,36.39%,27.21%,27.21%,33.38%,24752,11753,67.80%,32.20%,35.61%,30.00%,33.12%,-8.40%,0.25%,-6.19%,2.25%
Missouri,Cooper,"Cooper, MO ",4902,2996,62.07%,37.93%,24.13%,24.13%,30.30%,5058,2400,67.82%,32.18%,35.64%,30.00%,33.15%,-11.51%,-2.85%,-8.48%,-0.04%
Missouri,Crawford,"Crawford, MO ",6007,3911,60.57%,39.43%,21.13%,21.13%,27.30%,5686,3632,61.02%,38.98%,22.04%,22.04%,19.56%,-0.91%,7.74%,-0.75%,7.70%
Missouri,Dade,"Dade, MO ",2864,1184,70.75%,29.25%,41.50%,30.00%,47.67%,2963,1104,72.85%,27.15%,45.71%,30.00%,43.22%,-4.21%,4.45%,-2.89%,5.56%
Missouri,Dallas,"Dallas, MO ",4895,2656,64.83%,35.17%,29.65%,29.65%,35.82%,4788,2407,66.55%,33.45%,33.09%,30.00%,30.60%,-3.44%,5.21%,-2.59%,5.86%
Missouri,Daviess,"Daviess, MO ",2263,1400,61.78%,38.22%,23.56%,23.56%,29.73%,2351,1402,62.64%,37.36%,25.29%,25.29%,22.80%,-1.73%,6.93%,-1.38%,7.07%
Missouri,DeKalb,"De Kalb, MO ",2889,1692,63.06%,36.94%,26.13%,26.13%,32.30%,2941,1707,63.27%,36.73%,26.55%,26.55%,24.06%,-0.42%,8.23%,-0.33%,8.11%
Missouri,Dent,"Dent, MO ",4655,2056,69.36%,30.64%,38.73%,30.00%,44.89%,4369,1865,70.08%,29.92%,40.17%,30.00%,37.68%,-1.44%,7.21%,-1.03%,7.42%
Missouri,Douglas,"Douglas, MO ",4405,2140,67.30%,32.70%,34.61%,30.00%,40.77%,4498,1741,72.09%,27.91%,44.19%,30.00%,41.70%,-9.58%,-0.93%,-6.65%,1.80%
Missouri,Dunklin,"Dunklin, MO ",7034,4528,60.84%,39.16%,21.67%,21.67%,27.84%,6720,4901,57.83%,42.17%,15.65%,15.65%,13.16%,6.02%,14.68%,5.21%,13.65%
Missouri,Franklin,"Franklin, MO ",27351,21251,56.28%,43.72%,12.55%,12.55%,18.72%,26429,18556,58.75%,41.25%,17.50%,17.50%,15.01%,-4.95%,3.70%,-4.21%,4.23%
Missouri,Gasconade,"Gasconade, MO ",4763,2899,62.16%,37.84%,24.33%,24.33%,30.49%,4753,2355,66.87%,33.13%,33.74%,30.00%,31.25%,-9.41%,-0.76%,-7.04%,1.41%
Missouri,Gentry,"Gentry, MO ",1964,1235,61.39%,38.61%,22.79%,22.79%,28.95%,2085,1201,63.45%,36.55%,26.90%,26.90%,24.41%,-4.11%,4.54%,-3.24%,5.20%
Missouri,Greene,"Greene, MO ",77393,55928,58.05%,41.95%,16.10%,16.10%,22.27%,77885,46657,62.54%,37.46%,25.07%,25.07%,22.59%,-8.97%,-0.32%,-7.17%,1.27%
Missouri,Grundy,"Grundy, MO ",2006,1580,55.94%,44.06%,11.88%,11.88%,18.05%,3172,1561,67.02%,32.98%,34.04%,30.00%,31.55%,-22.16%,-13.50%,-16.53%,-8.09%
Missouri,Harrison,"Harrison, MO ",2512,1287,66.12%,33.88%,32.25%,30.00%,38.41%,2729,1279,68.09%,31.91%,36.18%,30.00%,33.69%,-3.93%,4.72%,-2.89%,5.56%
Missouri,Henry,"Henry, MO ",6092,4869,55.58%,44.42%,11.16%,11.16%,17.32%,6361,4461,58.78%,41.22%,17.56%,17.56%,15.07%,-6.40%,2.25%,-5.44%,3.00%
Missouri,Hickory,"Hickory, MO ",2850,2171,56.76%,43.24%,13.52%,13.52%,19.69%,2791,2043,57.74%,42.26%,15.47%,15.47%,12.99%,-1.95%,6.70%,-1.69%,6.75%
Missouri,Holt,"Holt, MO ",1791,802,69.07%,30.93%,38.14%,30.00%,44.31%,1864,811,69.68%,30.32%,39.36%,30.00%,36.88%,-1.22%,7.43%,-0.88%,7.57%
Missouri,Howard,"Howard, MO ",2689,2020,57.10%,42.90%,14.21%,14.21%,20.37%,2915,1972,59.65%,40.35%,19.30%,19.30%,16.81%,-5.09%,3.56%,-4.27%,4.18%
Missouri,Howell,"Howell, MO ",10974,5732,65.69%,34.31%,31.38%,30.00%,37.54%,11097,5118,68.44%,31.56%,36.87%,30.00%,34.39%,-5.50%,3.16%,-4.01%,4.43%
Missouri,Iron,"Iron, MO ",2090,2213,48.57%,51.43%,-2.86%,-2.86%,3.31%,2477,2157,53.45%,46.55%,6.91%,6.91%,4.42%,-9.76%,-1.11%,-9.13%,-0.69%
Missouri,Jackson,"Jackson, MO ",124178,209946,37.17%,62.83%,-25.67%,-25.67%,-19.50%,130500,183654,41.54%,58.46%,-16.92%,-16.92%,-19.41%,-8.75%,-0.10%,-10.53%,-2.09%
Missouri,Jasper,"Jasper, MO ",31634,15718,66.81%,33.19%,33.61%,30.00%,39.78%,31846,13002,71.01%,28.99%,42.02%,30.00%,39.53%,-8.41%,0.25%,-5.92%,2.52%
Missouri,Jefferson,"Jefferson, MO ",50793,53475,48.71%,51.29%,-2.57%,-2.57%,3.59%,46624,46057,50.31%,49.69%,0.61%,0.61%,-1.88%,-3.18%,5.47%,-3.16%,5.28%
Missouri,Johnson,"Johnson, MO ",12178,9474,56.24%,43.76%,12.49%,12.49%,18.65%,12257,7790,61.14%,38.86%,22.28%,22.28%,19.79%,-9.79%,-1.14%,-8.01%,0.43%
Missouri,Knox,"Knox, MO ",1211,758,61.50%,38.50%,23.01%,23.01%,29.17%,1207,761,61.33%,38.67%,22.66%,22.66%,20.17%,0.34%,9.00%,0.28%,8.72%
Missouri,Laclede,"Laclede, MO ",10872,5217,67.57%,32.43%,35.15%,30.00%,41.31%,10578,4213,71.52%,28.48%,43.03%,30.00%,40.54%,-7.88%,0.77%,-5.51%,2.93%
Missouri,Lafayette,"Lafayette, MO ",9433,6891,57.79%,42.21%,15.57%,15.57%,21.74%,9656,6412,60.09%,39.91%,20.19%,20.19%,17.70%,-4.62%,4.04%,-3.84%,4.60%
Missouri,Lawrence,"Lawrence, MO ",11260,5097,68.84%,31.16%,37.68%,30.00%,43.84%,11194,4506,71.30%,28.70%,42.60%,30.00%,40.11%,-4.92%,3.73%,-3.45%,4.99%
Missouri,Lewis,"Lewis, MO ",2596,1836,58.57%,41.43%,17.15%,17.15%,23.31%,2862,1754,62.00%,38.00%,24.00%,24.00%,21.52%,-6.86%,1.80%,-5.53%,2.91%
Missouri,Lincoln,"Lincoln, MO ",12921,10231,55.81%,44.19%,11.62%,11.62%,17.78%,11316,8368,57.49%,42.51%,14.98%,14.98%,12.49%,-3.36%,5.30%,-2.92%,5.52%
Missouri,Linn,"Linn, MO ",3139,2635,54.36%,45.64%,8.73%,8.73%,14.89%,3422,2440,58.38%,41.62%,16.75%,16.75%,14.26%,-8.02%,0.63%,-6.87%,1.57%
Missouri,Livingston,"Livingston, MO ",3993,2435,62.12%,37.88%,24.24%,24.24%,30.40%,4029,2278,63.88%,36.12%,27.76%,27.76%,25.27%,-3.53%,5.13%,-2.76%,5.68%
Missouri,Macon,"Macon, MO ",4586,2784,62.23%,37.77%,24.45%,24.45%,30.62%,4673,2856,62.07%,37.93%,24.13%,24.13%,21.65%,0.32%,8.97%,0.26%,8.70%
Missouri,Madison,"Madison, MO ",2897,2042,58.66%,41.34%,17.31%,17.31%,23.48%,2905,1972,59.57%,40.43%,19.13%,19.13%,16.64%,-1.82%,6.83%,-1.53%,6.92%
Missouri,Maries,"Maries, MO ",2851,1598,64.08%,35.92%,28.16%,28.16%,34.33%,2825,1563,64.38%,35.62%,28.76%,28.76%,26.27%,-0.60%,8.06%,-0.46%,7.98%
Missouri,Marion,"Marion, MO ",7702,4701,62.10%,37.90%,24.20%,24.20%,30.36%,7815,4568,63.11%,36.89%,26.22%,26.22%,23.73%,-2.03%,6.63%,-1.60%,6.84%
Missouri,McDonald,"McDonald, MO ",5499,2454,69.14%,30.86%,38.29%,30.00%,44.45%,5443,2215,71.08%,28.92%,42.15%,30.00%,39.66%,-3.86%,4.79%,-2.72%,5.72%
Missouri,Mercer,"Mercer, MO ",1169,519,69.25%,30.75%,38.51%,30.00%,44.67%,1207,582,67.47%,32.53%,34.94%,30.00%,32.45%,3.57%,12.22%,2.65%,11.09%
Missouri,Miller,"Miller, MO ",7797,3553,68.70%,31.30%,37.39%,30.00%,43.56%,7797,2959,72.49%,27.51%,44.98%,30.00%,42.49%,-7.59%,1.07%,-5.23%,3.21%
Missouri,Mississippi,"Mississippi, MO ",3034,2247,57.45%,42.55%,14.90%,14.90%,21.07%,2903,2374,55.01%,44.99%,10.02%,10.02%,7.54%,4.88%,13.53%,4.43%,12.88%
Missouri,Moniteau,"Moniteau, MO ",4467,2084,68.19%,31.81%,36.38%,30.00%,42.54%,4743,1913,71.26%,28.74%,42.52%,30.00%,40.03%,-6.14%,2.51%,-4.31%,4.13%
Missouri,Monroe,"Monroe, MO ",2532,1703,59.79%,40.21%,19.57%,19.57%,25.74%,2632,1647,61.51%,38.49%,23.02%,23.02%,20.53%,-3.44%,5.21%,-2.80%,5.64%
Missouri,Montgomery,"Montgomery, MO ",3426,2346,59.36%,40.64%,18.71%,18.71%,24.88%,3563,2147,62.40%,37.60%,24.80%,24.80%,22.31%,-6.09%,2.57%,-4.88%,3.57%
Missouri,Morgan,"Morgan, MO ",5451,3565,60.46%,39.54%,20.92%,20.92%,27.08%,5657,3053,64.95%,35.05%,29.90%,29.90%,27.41%,-8.98%,-0.32%,-6.91%,1.53%
Missouri,New Madrid,"New Madrid, MO ",4593,3370,57.68%,42.32%,15.36%,15.36%,21.52%,4154,3716,52.78%,47.22%,5.57%,5.57%,3.08%,9.79%,18.45%,9.28%,17.72%
Missouri,Newton,"Newton, MO ",17637,7450,70.30%,29.70%,40.61%,30.00%,46.77%,17187,6564,72.36%,27.64%,44.73%,30.00%,42.24%,-4.12%,4.53%,-2.85%,5.60%
Missouri,Nodaway,"Nodaway, MO ",5568,4493,55.34%,44.66%,10.68%,10.68%,16.85%,6226,3830,61.91%,38.09%,23.83%,23.83%,21.34%,-13.14%,-4.49%,-10.61%,-2.17%
Missouri,Oregon,"Oregon, MO ",2652,1811,59.42%,40.58%,18.84%,18.84%,25.01%,2769,1823,60.30%,39.70%,20.60%,20.60%,18.11%,-1.76%,6.90%,-1.46%,6.99%
Missouri,Osage,"Osage, MO ",5061,1905,72.65%,27.35%,45.31%,30.00%,51.47%,4975,1673,74.83%,25.17%,49.67%,30.00%,47.18%,-4.36%,4.29%,-2.92%,5.53%
Missouri,Ozark,"Ozark, MO ",2917,1661,63.72%,36.28%,27.44%,27.44%,33.60%,3083,1561,66.39%,33.61%,32.77%,30.00%,30.29%,-5.34%,3.32%,-4.02%,4.42%
Missouri,Pemiscot,"Pemiscot, MO ",3954,3029,56.62%,43.38%,13.25%,13.25%,19.41%,3398,3381,50.13%,49.87%,0.25%,0.25%,-2.24%,13.00%,21.65%,12.96%,21.41%
Missouri,Perry,"Perry, MO ",5527,3005,64.78%,35.22%,29.56%,29.56%,35.72%,5583,2621,68.05%,31.95%,36.10%,30.00%,33.62%,-6.55%,2.11%,-4.81%,3.63%
Missouri,Pettis,"Pettis, MO ",11012,6927,61.39%,38.61%,22.77%,22.77%,28.94%,11603,5801,66.67%,33.33%,33.34%,30.00%,30.85%,-10.57%,-1.91%,-7.92%,0.52%
Missouri,Phelps,"Phelps, MO ",11704,7394,61.28%,38.72%,22.57%,22.57%,28.73%,11874,6666,64.05%,35.95%,28.09%,28.09%,25.60%,-5.52%,3.13%,-4.31%,4.13%
Missouri,Pike,"Pike, MO ",4262,3481,55.04%,44.96%,10.09%,10.09%,16.25%,4314,3670,54.03%,45.97%,8.07%,8.07%,5.58%,2.02%,10.67%,1.87%,10.31%
Missouri,Platte,"Platte, MO ",24458,21454,53.27%,46.73%,6.54%,6.54%,12.71%,23302,18412,55.86%,44.14%,11.72%,11.72%,9.23%,-5.18%,3.47%,-4.64%,3.81%
Missouri,Polk,"Polk, MO ",8956,4553,66.30%,33.70%,32.59%,30.00%,38.76%,8586,3775,69.46%,30.54%,38.92%,30.00%,36.43%,-6.33%,2.33%,-4.55%,3.89%
Missouri,Pulaski,"Pulaski, MO ",9551,5251,64.53%,35.47%,29.05%,29.05%,35.22%,8618,3551,70.82%,29.18%,41.64%,30.00%,39.15%,-12.59%,-3.94%,-8.89%,-0.44%
Missouri,Putnam,"Putnam, MO ",1591,695,69.60%,30.40%,39.20%,30.00%,45.36%,1660,772,68.26%,31.74%,36.51%,30.00%,34.03%,2.68%,11.34%,1.96%,10.41%
Missouri,Ralls,"Ralls, MO ",2987,2041,59.41%,40.59%,18.81%,18.81%,24.98%,2986,2031,59.52%,40.48%,19.04%,19.04%,16.55%,-0.22%,8.43%,-0.19%,8.26%
Missouri,Randolph,"Randolph, MO ",6445,3978,61.83%,38.17%,23.67%,23.67%,29.83%,6551,3586,64.62%,35.38%,29.25%,29.25%,26.76%,-5.58%,3.07%,-4.32%,4.13%
Missouri,Ray,"Ray, MO ",5593,5241,51.62%,48.38%,3.25%,3.25%,9.41%,5673,5034,52.98%,47.02%,5.97%,5.97%,3.48%,-2.72%,5.93%,-2.57%,5.88%
Missouri,Reynolds,"Reynolds, MO ",1178,1415,45.43%,54.57%,-9.14%,-9.14%,-2.97%,1896,1449,56.68%,43.32%,13.36%,13.36%,10.88%,-22.50%,-13.85%,-19.85%,-11.41%
Missouri,Ripley,"Ripley, MO ",3406,1795,65.49%,34.51%,30.97%,30.00%,37.14%,3693,1907,65.95%,34.05%,31.89%,30.00%,29.40%,-0.92%,7.74%,-0.70%,7.75%
Missouri,Saline,"Saline, MO ",4957,4705,51.30%,48.70%,2.61%,2.61%,8.77%,5389,4479,54.61%,45.39%,9.22%,9.22%,6.73%,-6.61%,2.04%,-6.06%,2.39%
Missouri,Schuyler,"Schuyler, MO ",1139,775,59.51%,40.49%,19.02%,19.02%,25.18%,1124,894,55.70%,44.30%,11.40%,11.40%,8.91%,7.62%,16.27%,6.84%,15.28%
Missouri,Scotland,"Scotland, MO ",1249,793,61.17%,38.83%,22.33%,22.33%,28.50%,1352,828,62.02%,37.98%,24.04%,24.04%,21.55%,-1.71%,6.95%,-1.38%,7.07%
Missouri,Scott,"Scott, MO ",11563,6258,64.88%,35.12%,29.77%,29.77%,35.93%,11330,6057,65.16%,34.84%,30.33%,30.00%,27.84%,-0.56%,8.09%,-0.43%,8.01%
Missouri,Shannon,"Shannon, MO ",2075,1673,55.36%,44.64%,10.73%,10.73%,16.89%,2511,1618,60.81%,39.19%,21.63%,21.63%,19.14%,-10.90%,-2.25%,-8.96%,-0.52%
Missouri,Shelby,"Shelby, MO ",2166,1114,66.04%,33.96%,32.07%,30.00%,38.24%,2280,1201,65.50%,34.50%,31.00%,30.00%,28.51%,1.08%,9.73%,0.82%,9.27%
Missouri,St. Charles,"St. Charles, MO ",102538,84163,54.92%,45.08%,9.84%,9.84%,16.01%,95826,66855,58.90%,41.10%,17.81%,17.81%,15.32%,-7.97%,0.69%,-6.76%,1.68%
Missouri,St. Clair,"St. Clair, MO ",2981,1886,61.25%,38.75%,22.50%,22.50%,28.66%,3098,1841,62.73%,37.27%,25.45%,25.45%,22.96%,-2.95%,5.70%,-2.35%,6.09%
Missouri,St. Francois,"St. Francois, MO ",12659,11538,52.32%,47.68%,4.63%,4.63%,10.80%,12087,10748,52.93%,47.07%,5.86%,5.86%,3.38%,-1.23%,7.42%,-1.16%,7.28%
Missouri,St. Louis City,"St. Louis City, MO ",24562,132260,15.66%,84.34%,-68.68%,-30.00%,-62.51%,27793,116133,19.31%,80.69%,-61.38%,-30.00%,-63.87%,-7.30%,1.36%,-18.89%,-10.45%
Missouri,St. Louis,"St. Louis, MO ",219787,330157,39.97%,60.03%,-20.07%,-20.07%,-13.90%,244969,295284,45.34%,54.66%,-9.31%,-9.31%,-11.80%,-10.76%,-2.10%,-11.86%,-3.42%
Missouri,Ste. Genevieve,"Ste. Genevieve, MO ",3732,4979,42.84%,57.16%,-14.32%,-14.32%,-8.15%,3791,4281,46.96%,53.04%,-6.07%,-6.07%,-8.56%,-8.24%,0.41%,-8.78%,-0.33%
Missouri,Stoddard,"Stoddard, MO ",9172,3899,70.17%,29.83%,40.34%,30.00%,46.51%,9242,3946,70.08%,29.92%,40.16%,30.00%,37.67%,0.18%,8.84%,0.13%,8.57%
Missouri,Stone,"Stone, MO ",11137,5025,68.91%,31.09%,37.82%,30.00%,43.98%,10534,4578,69.71%,30.29%,39.41%,30.00%,36.92%,-1.60%,7.06%,-1.14%,7.30%
Missouri,Sullivan,"Sullivan, MO ",1607,1173,57.81%,42.19%,15.61%,15.61%,21.78%,1880,1178,61.48%,38.52%,22.96%,22.96%,20.47%,-7.34%,1.31%,-5.97%,2.47%
Missouri,Taney,"Taney, MO ",14714,6676,68.79%,31.21%,37.58%,30.00%,43.74%,13578,5601,70.80%,29.20%,41.59%,30.00%,39.10%,-4.01%,4.64%,-2.83%,5.61%
Missouri,Texas,"Texas, MO ",7213,3410,67.90%,32.10%,35.80%,30.00%,41.97%,7234,3664,66.38%,33.62%,32.76%,30.00%,30.27%,3.04%,11.69%,2.29%,10.73%
Missouri,Vernon,"Vernon, MO ",5333,3379,61.21%,38.79%,22.43%,22.43%,28.59%,5732,3206,64.13%,35.87%,28.26%,28.26%,25.77%,-5.83%,2.82%,-4.55%,3.90%
Missouri,Warren,"Warren, MO ",8673,6705,56.40%,43.60%,12.80%,12.80%,18.96%,7883,5461,59.08%,40.92%,18.15%,18.15%,15.66%,-5.35%,3.30%,-4.53%,3.91%
Missouri,Washington,"Washington, MO ",4703,4712,49.95%,50.05%,-0.10%,-0.10%,6.07%,4641,4459,51.00%,49.00%,2.00%,2.00%,-0.49%,-2.10%,6.56%,-2.05%,6.39%
Missouri,Wayne,"Wayne, MO ",3784,2242,62.79%,37.21%,25.59%,25.59%,31.75%,3919,2250,63.53%,36.47%,27.05%,27.05%,24.57%,-1.47%,7.19%,-1.15%,7.29%
Missouri,Webster,"Webster, MO ",10427,5683,64.72%,35.28%,29.45%,29.45%,35.61%,10194,4657,68.64%,31.36%,37.28%,30.00%,34.80%,-7.84%,0.82%,-5.71%,2.74%
Missouri,Worth,"Worth, MO ",707,427,62.35%,37.65%,24.69%,24.69%,30.86%,691,436,61.31%,38.69%,22.63%,22.63%,20.14%,2.06%,10.72%,1.68%,10.13%
Missouri,Wright,"Wright, MO ",5780,2556,69.34%,30.66%,38.68%,30.00%,44.84%,6090,2188,73.57%,26.43%,47.14%,30.00%,44.65%,-8.46%,0.19%,-5.75%,2.69%
Montana,Beaverhead,"Beaverhead, MT ",2983,1611,64.93%,35.07%,29.87%,29.87%,36.03%,3067,1103,73.55%,26.45%,47.10%,30.00%,44.61%,-17.23%,-8.58%,-11.72%,-3.27%
Montana,Big Horn,"Big Horn, MT ",1622,3490,31.73%,68.27%,-36.54%,-30.00%,-30.38%,2028,2215,47.80%,52.20%,-4.41%,-4.41%,-6.90%,-32.13%,-23.48%,-33.62%,-25.17%
Montana,Blaine,"Blaine, MT ",1138,1711,39.94%,60.06%,-20.11%,-20.11%,-13.95%,1424,1300,52.28%,47.72%,4.55%,4.55%,2.06%,-24.66%,-16.01%,-23.59%,-15.15%
Montana,Broadwater,"Broadwater, MT ",1497,604,71.25%,28.75%,42.50%,30.00%,48.67%,1778,533,76.94%,23.06%,53.87%,30.00%,51.38%,-11.37%,-2.72%,-7.39%,1.05%
Montana,Carbon,"Carbon, MT ",3093,2431,55.99%,44.01%,11.98%,11.98%,18.15%,3342,1847,64.41%,35.59%,28.81%,28.81%,26.32%,-16.83%,-8.17%,-13.06%,-4.62%
